id,created_at,username,tweet,likes_count,emoji
853094751410827264,2017-04-15 09:41:53 +0545,61499cfa4e1b473,Just The View Point Was So Awesome.👊👌 #Peace☯ @ Nagarjun Dada  https://t.co/iSAMGVq1Y3,1,👌
850958455175294977,2017-04-09 12:13:00 +0545,nasablues1905,"Road trip... Kulekhani 👌 Weekend fun. @ Indrasarowar, Kulekhani  https://t.co/z56zKPzxb6",0,👌
850736160502554625,2017-04-08 21:29:41 +0545,sarozparazuli,👇👇👌  https://t.co/Xr12o5WOde,1,👌
850651529233260544,2017-04-08 15:53:23 +0545,ajaypchhetri,What a beautiful day to hang out with the bike. 😍🚲👌🌝🗻 #mountainbiking #himalayas #mtb_nepal…  https://t.co/WAu6R2Pc6h,2,👌
848199005368659970,2017-04-01 21:27:56 +0545,manjil_baiju,Finally the wait is over. #idontwannaliveforever @taylorswift13 😍😍😍💙💛💙 = #dream @zaynmalik 👌👌👌 @…  https://t.co/FMsUm1hYN0,1,👌
846007448288854017,2017-03-26 20:19:28 +0545,61499cfa4e1b473,"Throw Back #Peace👍👌 @ Kankre, Nala, Kavre-8 District.  https://t.co/chQNFob7yi",1,👌
844886065831862273,2017-03-23 18:03:29 +0545,61499cfa4e1b473,"🌑Black &amp; White☯  #Peace👍👌 @ Magar Gaun, Bhainsepati  https://t.co/n5RoWDyxAZ",1,👌
844467374447300609,2017-03-22 14:19:46 +0545,61499cfa4e1b473,Sochdai xu k hunxà hola yo jindagi ma.. 👊👊 #Peace👍👌 @ Kalanki  https://t.co/Epa3liRLDV,1,👌
844145276524904449,2017-03-21 16:59:52 +0545,61499cfa4e1b473,"What to say!!👊👊  #Peace👍👌 @ Magar Gaun, Bhainsepati  https://t.co/vVXVFVE4XV",1,👌
843474107253579776,2017-03-19 20:32:52 +0545,61499cfa4e1b473,TB Kavre #Peace👍👌 @ Kavre Nepal  https://t.co/M7ctWgjzRc,1,👌
842342895784980480,2017-03-16 17:37:50 +0545,61499cfa4e1b473,👊👊 Pack coming soon #Peace👍👌 @ Greenland Dhapasi Kathmandu  https://t.co/SqlC6atafI,1,👌
841986796175126529,2017-03-15 18:02:50 +0545,61499cfa4e1b473,"With babu 👊👊 #Peace👍👌 @ Ugrachandi, Nala, Kavre  https://t.co/VhFAesruwP",1,👌
841535722716827652,2017-03-14 12:10:25 +0545,61499cfa4e1b473,"Refresh Mood👊 #Peace👍👌 @ Magar Gaun, Bhainsepati  https://t.co/rVxnxn1jcF",1,👌
840903401089179648,2017-03-12 18:17:48 +0545,61499cfa4e1b473,"TB Holi #Peace👍👌 @ Kalimati, Nepal  https://t.co/jwScUn2UF5",1,👌
840548444955635712,2017-03-11 18:47:20 +0545,sanjiplama,#badrinathkidulaniya 😁👌 @ LABIM MALL  https://t.co/bWG5ah4Ngg,0,👌
840088991437209600,2017-03-10 12:21:38 +0545,madhav_neu,Our Friendship💕👬👌 @ Star Mall  https://t.co/f3BBgjVPW2,1,👌
839666170550603776,2017-03-09 08:21:29 +0545,61499cfa4e1b473,"JAMUP ""K He Mitho Bata Gara"" amirgonjack  #Peace👍👌 @ Kritipur  https://t.co/VzI5LU21TJ",1,👌
839117081303994368,2017-03-07 19:59:36 +0545,dibas60432423,😜👌😜👌 @ Ktm Balaju  https://t.co/ZVPb0f4hxX,0,👌
838613764643618817,2017-03-06 10:39:36 +0545,61499cfa4e1b473,Life Begins With no Fear.  #Peace👍👌 @ Gongabu  https://t.co/WpXKCUL8rL,1,👌
838347959704121344,2017-03-05 17:03:24 +0545,61499cfa4e1b473,"Friendship Goals   #Peace👍👌 @ Magar Gaun, Bhainsepati  https://t.co/zRFdl9tOCs",1,👌
837878367131140096,2017-03-04 09:57:24 +0545,61499cfa4e1b473,My New Upcoming Classic Song.🔊🎶 Stay tuned 🔔🎼 Keep supporting and love 🎧 #Peace👍👌 @ Greenland…  https://t.co/oIK5B1YLXB,1,👌
837246130933071873,2017-03-02 16:05:07 +0545,61499cfa4e1b473,1.Ready📷📷 2.Thikai aayexa😂😂  #Peace👍👌 @ Baniyatar Height Gongabu Ktm  https://t.co/DvVHfvtTLe,1,👌
836830541911584768,2017-03-01 12:33:43 +0545,61499cfa4e1b473,"During Photoshoot 📷📷  #Peace👍👌 @ New Baby Land : Gongabu , Ktm  https://t.co/61uLYgknWx",1,👌
836237255068954625,2017-02-27 21:16:12 +0545,raunakbasnet1,"Life is like an ice cream 👌😤 So, enjoy before it Mealts 😂☺",1,👌
836098339661819905,2017-02-27 12:04:12 +0545,61499cfa4e1b473,Brothers 👥👬  #Peace👍👌 @ Phulbari Marga Nakhu  https://t.co/7KrzWHH24c,0,👌
835352599683551234,2017-02-25 10:40:54 +0545,iamsazna,Don't go with the candlesticks coz I am 🎓💪👌👅🔥💦…  https://t.co/5LQnJfUdjR,0,👌
834653129664770048,2017-02-23 12:21:27 +0545,61499cfa4e1b473,Another Part of my heart💞 My Best friend #shreeya  Friendship Goals 💕 #Peace 👍👌 @ Swoyambhu  https://t.co/ewQ06EG5Ij,1,👌
832252045864345600,2017-02-16 21:20:24 +0545,manjil_baiju,Finally the wait is over. #idontwannaliveforever @taylorswift13 😍😍😍💙💛💙 @zaynmalik 👌 @ Jhamsikhel  https://t.co/FMsUm1hYN0,0,👌
832251029999726593,2017-02-16 21:16:22 +0545,manjil_baiju,#idontwannaliveforever taylorswift 😍😍😍💙💛💙 @zaynmalik 👌 @ Jhamsikhel  https://t.co/FMsUm1hYN0,0,👌
830410491201589248,2017-02-11 19:22:44 +0545,nurlitayln,Kalau udah nemu caption yg bagus nanti di edit👌 @ Cozy Foodland Kalanki  https://t.co/1mbJIPVgJH,0,👌
830391827073163264,2017-02-11 18:08:34 +0545,l_shishir_l,such a peaceful getaway 👌 @ Namobuddha  https://t.co/GY0zkHxQb4,0,👌
829935427683446786,2017-02-10 11:55:00 +0545,prabina_mhrj,Best pose wid her👌😘😘  https://t.co/BVQfT5eEG6,3,👌
826140974426501121,2017-01-31 00:37:11 +0545,pablozgz98,💎👌 @ Mount Everest  https://t.co/YKGTlocOHe,0,👌
825924017307676672,2017-01-30 10:15:05 +0545,avabhishek404,@wwe randyorton win to #royalrumble2017 💟👌👏 #wristlemania  #wwelive #wwe #wwf #randyorton #win…  https://t.co/AVw3VsgP7B,0,👌
824860240503975938,2017-01-27 11:48:01 +0545,manjil_baiju,Finally the wait is over. #idontwannaliveforever taylorswift 😍😍😍💙💚❤ @zaynmalik 👌 @ Jhamsikhel  https://t.co/FMsUm1zzEy,0,👌
821209768119386112,2017-01-17 10:02:20 +0545,fauxcils,Namaste right here 👌 #kathmandu #nepal @ Dwarika's Hotel  https://t.co/K0W0rZmONT,1,👌
1392422838569562117,2021-05-12 15:59:09 +0545,dendikapan,@malikaagrgne This is really important part of people who need help 👍very good job in this situation in Nepali society  https://t.co/Fl6Ad8wjKK,2,👍
1389514862062186496,2021-05-04 15:23:53 +0545,umanga_umg,Stay safe...❤❤👍  https://t.co/S9PLHhpVsc,1,👍
1385184231685451779,2021-04-22 16:35:30 +0545,aaqriteesingh,Tri-Nations series  Nepal: 217/7 (20) Malaysia: 148/10 (19.1)  Good luck Nepal for the Finals 👍👍  https://t.co/0dfdgHZvNc,12,👍
1383328021461884931,2021-04-17 13:39:35 +0545,callmeheyush,Come and get yours done.  - Dr. Fish spa 👍👍👍  https://t.co/WC0iquctRn,16,👍
1361662968707092482,2021-02-16 18:50:24 +0545,amazingsherpa,Excellent company 👍🤠👍🤠👍🤠🤠👍👍🤠🤠 #travel #travelphotography #nepal #nature #culture #hike #lebanon #everestbasecamptrek #annapurnabasecamp #langtang #gokyo #poonhill  https://t.co/k7mx0PkaMH  https://t.co/U9vK4gggBd,1,👍
1344161323890831361,2020-12-30 11:45:07 +0545,sukubarako36,Post-reconstruction Condition🙏✅👍❤️❤️📚 @ Hello Student Consultancy  https://t.co/EHnafo8Qw7,0,👍
1334093606257192961,2020-12-02 16:59:36 +0545,yogeshkunwar94,थुक्क! हामी गरिब जनता 😭देश धनी जनता गरिब भन्ने सुनेथ्यौ तर आज भोलि देश गरिब नेता घनी हुने दिन पो आएछ ।😭 जय नेपाल 🇳🇵👍... #nepal #nepali #ilovemycountry,1,👍
1333239585720025089,2020-11-30 08:26:02 +0545,matuagtijnar,"सरकारले गरेको राम्रो कामको खुलेर प्रचार गरौं र गलत गरे विरोध गर्न पनि पछि नहटौं, यो कार्यले स्वास्थ्य सेवा सबैको घरघरमा पुगोस् हार्दिक  शुभकामना 👍👍  https://t.co/pBDNf7DHJk",2,👍
1332229829630914560,2020-11-27 13:33:37 +0545,alchemist8848,Dear sun of the beaches!! Ministers and Contractors!! 👍  https://t.co/F85HtmVF7T,1,👍
1325101955832709121,2020-11-07 21:30:00 +0545,revocafenp,"It's such a mouth watering pizza... Enjoy it and looks good, taste good and what else more..👍😍😘🍕✅🇳🇵 waiting for you.  https://t.co/QWDAEtuKLh",2,👍
1324693036501139456,2020-11-06 18:25:06 +0545,revocafenp,"Really refreshing drink... Oreo Milkshake and Iced Teas, check it out... ✅👍😘🍴  https://t.co/9LK5sHfeTP",2,👍
1318898718456696833,2020-10-21 18:40:33 +0545,okeke_masimba,"Wakikuponda🗣Nyamaza😷Lazima Uwakere😡Watu Ukianza ""Kufanya"" Mambo👍Mazuri👏Kama Jambo Unalofanya Halina Changamoto😓Basi Kuna Kitu Unakosea🤦‍♂️ #TheHeart❣️OfCetral🌎Africa⚽💪 #MunguNaWanadam🙏🙏 #HustleNo🌏Limit👣  https://t.co/l22vAU79yS",0,👍
1309839275526164480,2020-09-26 18:41:33 +0545,amazingsherpa,Good business 👍👍😊👍👍😊👍👍☺️👍 welcome to visit Nepal.  https://t.co/k7mx0PkaMH @ Amazing  Authentic Treks  https://t.co/lqL9b7RQmg,0,👍
1299581446575644673,2020-08-29 11:20:36 +0545,asamammy,"何かをしたくなる 🇳🇵気持ちの良い朝の空 Have a nice day🍀💐👍 # ネパール  #空 #風景 場所: Lalitpur District, Nepal  https://t.co/MJsBdwktpq",1,👍
1288801625730056192,2020-07-30 17:25:27 +0545,chetan_karki,Working on new project 👌 #studioversion #musicvideo 👍 #collaboration #work 🎤📸 #vocals #AnozSademba #guitar #chetanvlogs #chetan orangestudiochetanvlogs #youtuber #nepali #music #recording #studio #orange #nepal…  https://t.co/77ilhodwmf,5,👍
1286552152303980544,2020-07-24 12:26:50 +0545,chetan_karki,"it’s a mic time 👍 #chetanvlogs #vlogger #music #guitarist #beats #producer #recordingstudio #orangestudiochetan #singer #songwriter #vlog #nepal #tag #me if #you #have #same #mic ❤️😊🙏🏻✊ @ Lalitpur, Nepal  https://t.co/61IEBtrpPF",5,👍
1286067211573043212,2020-07-23 04:19:51 +0545,nepalplanettrek,Nepal  🇳🇵Is Open for Tourism  Now 👍🙏🙏  Himalayas are calling .... You   Are you Planning to visit Nepal 🇳🇵? looking for guided tour and Trekking activities around here? if so Book now your Nepal trip with us 🙏 (…  https://t.co/x5xKgPnzsf,0,👍
1284868110932156417,2020-07-19 20:55:03 +0545,maheshregmi11,"Great minds discuss ideas, average minds discuss events &amp; small minds discuss people. 👍👉 @ Kathmandu, Nepal  https://t.co/XYybrQRzpi",1,👍
1281255440882565121,2020-07-09 21:39:36 +0545,niggasush,Long time back👍on demand!!!😆 @ Kamalpokhari  https://t.co/V3jOysmV7Q,0,👍
1280746326939099136,2020-07-08 11:56:34 +0545,onhimalayas,This #aerialphotography #map of #everest to #makalu gives you the in-depth information ℹ️ to you. 👍🇳🇵🏔🥾 #ebctrek  #nepal2021  #everesttrekking  #trekkingtrailnepal #trekwithapar  #highestmountain #everest2021…  https://t.co/hk6TnuRjH9,0,👍
1278631661702385664,2020-07-02 15:53:38 +0545,onhimalayas,Sometimes #monsoon #season also comes with #bluesky in #nepal 🌌 ☀️ 🌞🇳🇵🥾🗻🌞🌅👍🙏🙏🙏🙏🙏⛱ #patandurbarsquare  #kathmandu  #nepal2021  #trekkingtrailnepal #kathmanduvalleytrek #nepaltour  #trekwithapar #kathmanduvalleytrek…  https://t.co/Rw0OOtWlrm,0,👍
1268102511111606276,2020-06-03 14:34:33 +0545,renewildeman,It must have been a long time ago since the air in Kathmandu has been so healthy.👍 Whatmeasures are they going to take after the Corona crisis to keep pollution low? They should ban motorcycles from the old town to…  https://t.co/nzm6E5OqfF,0,👍
1264694750201798656,2020-05-25 04:53:19 +0545,nepalplanettrek,Welcome to Nepal 🇳🇵👍😋 #mountainlovers #moutainhiking #mountains #mountainscapes #mountainlife #mountainadventures #mountainpassion #traveltheworld #trekkinglife #trekkingadventure #trekkinginnepal #trekkinglovers…  https://t.co/wMpO9VV2gk,0,👍
1260627182231138309,2020-05-13 23:30:16 +0545,fmollers,2 pictures of the amazing @dpkbajra during a javra yearly event. I am only afraid he is more expensive these days as he is promoting Nepal music big time 👍. Hope to do it again in normal times.  #nepal #nepalimusic…  https://t.co/7OGWNv7ZEh,0,👍
1259024023310213120,2020-05-09 13:19:53 +0545,proxydhakal,“Silent people have the loudest minds.”👍 @ हाम्रो लिखु गाउँपालिका  https://t.co/HVOSeWgfT4,0,👍
1256825707025494016,2020-05-03 11:44:33 +0545,matuagtijnar,"अराजकता हैन  स्वतन्त्रता , निस्पक्ष  सत्यतथ्य खबर  सहि सुचना सम्प्रेषण जनताको चाहाना:  विश्व प्रेस स्वतन्त्रता दिवसकाे अबसरमा  सम्पुर्ण संचारकर्मी मित्रहरूमा हार्दिक  शुभकामना व्यक्त गर्दछु 👍👍  https://t.co/m1RzZ7KM7Z",5,👍
1255101796269215744,2020-04-28 17:34:21 +0545,matuagtijnar,पानी परे पछीको  आकास खुलेसि👍👍  https://t.co/fG4QOwXetr,5,👍
1253351615685373952,2020-04-23 21:39:45 +0545,epicadventurenp,"Enjoy our small talk with mtb tribe podcast see what Nepal has to offer dream now visit us later 👊🏿👊🏿👊🏿👊🏿👊🏿 Reposted from mtbtribe Listen on Stitcher, Spotify, Podbean, iTunes or  https://t.co/9hk7S33NPd 👍 - Enjoy the show…  https://t.co/M3rpScvTIz",0,👍
1244232607228887040,2020-03-29 17:44:04 +0545,socialtourismn,Environment is healing👍 Kathmandu this morning🤙 #FightAgainstCorona #selfquarantine #besafe  #nepaltourism #socialtourism #socialtourismnepal #sabbatical #Trekking #nepaltrekking #LifeTimeExperience #explore #nepal…  https://t.co/UotIRNJAvY,0,👍
1243950133974368256,2020-03-28 23:01:38 +0545,tenjindesu,. . ネパール🇳🇵TEJ HOUSE . てんじんでーす👍 . 朝はチャイをしばく。 . それがモチベーションやっさ👍 . 朝は温かいものを飲むことで、 内臓が活発的に動き、最高の朝を迎えれますよ🌞 . 是非やってね‼️ . てんじんでーす👍 . 場所: Dhulikhel  https://t.co/DWKldVNmLV,0,👍
1241555628125978624,2020-03-22 08:26:43 +0545,centralkitchen3,यो समय भनेको मन दरो बनाएर बस्ने बेला हो नचाहिने हल्लाको पछि नलागौ सरसफाईमा ध्यान दिउ सुरक्षित बसौ । हामी स्वस्थ रहनु भनेको देश स्वस्थ हुनु हो सुरुवात आफैंबाट गरे 🙏🙏🙏👍👍😍😀❤️ @ Central kitchen  https://t.co/nfhFcSHOL0,0,👍
1230903317699735553,2020-02-21 22:58:14 +0545,hsdhami9,Thank you so much to the organizing committee of 3rd ELT and Applied Linguistics Conference 2020 for this appreciation. It was a great experience for me which I never forget 😊😊 Thank you👍👍  https://t.co/LYisMQQLam,1,👍
1227913601345826816,2020-02-13 16:58:10 +0545,anishme21,Live your dreams not the fear👍😊      #thursday                      #month_of_feb 🥀🌹🎑   #magnumlounge #nepal #nepal2019 #visitnepal #visitnepal2020🇳🇵 #magnum #cold #weather #Durbarmarg #crazy #mood #fun #happy…  https://t.co/KFDdGKANEi,1,👍
1225604399482974209,2020-02-07 08:02:14 +0545,iamdavidshah7,"Got break after a long time🙂👍 @ KFC Kathmandu, Nepal  https://t.co/udrIvvy4RA",2,👍
1224359982159880192,2020-02-03 21:37:21 +0545,okeke_masimba,"“I Want To Grow🙏I Want To Be Better👍You Grow👩We All Grow👴We’re Made To Grow You Either Evolve👍Or You Disappear👉🏇.” #MrLottery⭐😍 #Mr_Madumane💏✈👫🍝#KekeStunna💪🌏💸 @ Tato Pani ""China Border""..  https://t.co/v2mrStQvu6",0,👍
1217431794607448064,2020-01-15 18:47:13 +0545,chhamgurung2,Wishing Everyone a Happy New Year 2020 from Four Brothers Trek Family 👍👍🇳🇵🇳🇵 Lets#visiNepal #lifetime2020Experience #Nepalflag#travelNepal#thingstoknow#explore#…  https://t.co/vIU5mR6nmH,1,👍
1210929751919144961,2019-12-28 20:10:25 +0545,maheshregmi11,Having a quality time with besties is a moment to cherish forever 👍👍👍 @ Green village resort  https://t.co/NiNe4dUQw6,1,👍
1210400260264120320,2019-12-27 09:06:24 +0545,okeke_masimba,Happy👏Birthday🎉🎂Mama From🇿🇦Inizingizim Afrika🇿🇦Love You So Much Madam Charlotte Age Really Doesn’t Matter When You Have So Much Heart❤To Give And Personality👍To Give Happy👏Birthday🎉🎂To You Mama Hey Baby Sis…  https://t.co/mYc8BkqvUJ,0,👍
1208480559103655937,2019-12-22 01:58:12 +0545,iamdavidshah7,"Show Time with Boys👍✌❤ #dabangg3 🔥🔥❤ @ Eyeplex Mall New Baneshwor, Kathmandu, Nepal  https://t.co/Nyh0iOnN0P",2,👍
1208386373776003074,2019-12-21 19:43:56 +0545,renewildeman,Today back to Patan to discuss business and visit this beautiful new hotel with its owner . What a great view from the rooftop terrace 👍 A bit hard to find but worth a visit #patan #pahsncchen #visitnepal…  https://t.co/Y8cJW8c9JJ,0,👍
1208082795727212545,2019-12-20 23:37:38 +0545,okeke_masimba,I'm Gonna Keep Praying🙏Every Single Day⛅To Be A Better👍Person In My Heart✌Then Money💰Coming Behind🙏🙏....Allah☝Be With Me Always✨ #MunguNaWanadam🙏🙏 #HustleNoLimit👣 #Is_Not👐Over👽Until📝I_Win💪👏👍💥💰💀👽🔯 @ Macau Dai Pai…  https://t.co/2T5ixKf1Zw,0,👍
1207126554037366784,2019-12-18 08:17:52 +0545,renewildeman,Anti-pollution taxis 👍🤣 @ Kathmandu Durbar Square  https://t.co/zLwN05fKK5,0,👍
1207115777775677440,2019-12-18 07:35:03 +0545,maheshregmi11,"Follow your dreams; you may not make money, but will never be poor . Follow other people's dreams; you can make money but will never be rich.👍👍 @ Bagbazar Kathmandu  https://t.co/84vL3HikgX",2,👍
1204954668083924997,2019-12-12 08:27:34 +0545,thelakers19,"From Kathmandu, Nepal to Bangsaen, Thailand😇😇😇 Home sweet Home🏀⛹️‍♂️👍🛫🛬 @ Kathmandu, Nepal  https://t.co/dYWeJrS1QZ",0,👍
1204954087701327873,2019-12-12 08:25:16 +0545,thelakers19,"Kathmandu, Nepal 2019😄😄 13th South Asian Games⛹️‍♂️⛹️‍♂️👍👍🏔️🏔️ @ Kathmandu, Nepal  https://t.co/2Hiw0pEIau",0,👍
1204793107696345088,2019-12-11 21:45:35 +0545,thelakers19,"Mt. Everest, Nepal👍🏔️ @ Kathmandu, Nepal  https://t.co/Y440b9H8ZT",0,👍
1204398656746483712,2019-12-10 19:38:11 +0545,asimkhansquash,Alhamdullillah we did it 💪 won a gold medal for Pakistan 🇵🇰 in a team championship.. Thank you everyone for the love and support during our matches.  Pakistan zindabad ✌️ My team well done 👍 @farhanmehboob91  #SouthAsianGames2019 #nepal #kathmandu #pakistan #pakistanzindabad  https://t.co/n7ZhQEEVBd,54,👍
1203274045984251905,2019-12-07 17:09:22 +0545,maheshregmi11,Nepal thrashed Maldives by 2-1 👍👍 @ Dasarath Rangasala Stadium  https://t.co/xnAbHd9G4U,1,👍
1202981424216858624,2019-12-06 21:46:36 +0545,okeke_masimba,The Good Thing Come✊To Who Hustling😰And Allah☝Karim🙏 #Is_Not👐Over👽Until📝I_Win💪👏👍💥💰💀👽🔯 #MunguNaWanadam🙏🙏 #HustleNoLimit @ Koteshwor  https://t.co/Cul2HP0mwP,0,👍
1202834177231601670,2019-12-06 12:01:30 +0545,renewildeman,Today looking into finance and human resources. Great software in place which makes life easier👍 #seniorexpert #SEC #nepaligharhotel #kathmandu @ Nepali Ghar Hotel  https://t.co/7eeljBacIP,0,👍
1202460484693196800,2019-12-05 11:16:34 +0545,renewildeman,"Namaste, Hope your day starts as well as mine 😃👍#kathmandu #morningwalk #travelnepal #nepaligharhotel @ Kathmandu, Nepal  https://t.co/Nn23SBRLJS",1,👍
1201838355564105729,2019-12-03 18:04:27 +0545,thelakers19,"Here we come🏔️🏔️The Mount Everest 👍👍 Kathmandu, Nepal🤗🤗 South Asia Games 2019⛹️‍♂️⛹️‍♂️ @ Royal Singi Hotel  https://t.co/2xTrcnw0WH",0,👍
1199280362221912064,2019-11-26 16:39:54 +0545,iamdavidshah7,Practice🏏👍 @ Mid Baneshowr  https://t.co/VZM6rd95aM,2,👍
1197829973089902593,2019-11-22 16:36:34 +0545,maheshregmi11,"Always be a first rate version of yourself not a second rate version of someone else 👉👉👍👍 @ Kathmandu, Nepal  https://t.co/kMVr51tG7I",1,👍
1197353825910317056,2019-11-21 09:04:32 +0545,dogadogu,EN: What I learned from an Indian friend: Aloe vera as aftershave and shaving crem. Kudos to @amolpadmane   TR: Hint arkadaştan öğrendiğim: Aftershave ve tıraş köpüğü olarak aloe vera😁👍 @amolpadmane'ye teşekkürler @…  https://t.co/nsIhbxwKGG,1,👍
1197350396898885632,2019-11-21 08:50:54 +0545,sharunsunuwar,"Whoeve made this, You are awesome 👍. @ Ace Higher Secondary  https://t.co/IHDkiJ3nOi",0,👍
1193001937907658757,2019-11-09 08:51:41 +0545,centralkitchen3,"खाना त जहाँ पनि पाइन्छ तर सेन्ट्रल किचेन को जस्तो... Hygenic, rich and healthy ❤️👍🥰😍😀 Delivery available @ Central kitchen  https://t.co/CL2K1lfZD6",0,👍
1192642059301249025,2019-11-08 09:01:39 +0545,himalayanadvtt,"#KailashPilgrimageTour is one of the popular pilgrimage site for its religious value, that it possess. This tour is perfect for pilgrimage people, nature lover and adventure seekers. 😱👍😊👌 #Kailashtour,…  https://t.co/8mGa6b5eKN",0,👍
1192291814201528320,2019-11-07 09:49:54 +0545,centralkitchen3,"Fish and chips with fresh fruits  on the side served with tarter sauce,😍 deal of the day🥰👍❤️ @ Central kitchen  https://t.co/QFR7Yixcu6",0,👍
1174700240064016384,2019-09-19 20:47:16 +0545,sanskritifarms,A new dimensions for the Homestay Management training organized by Namobuddha Municipality and supported by KOICA Nepal 🇳🇵. 😊😍👌😘✌️😍👍  . . #homestay #organic #farmstay #nepal #homestaytraining #visitnepal2020…  https://t.co/yk77br4YX9,0,👍
1172339809362202624,2019-09-13 08:27:46 +0545,iamdavidshah7,Nothing needs more if you have your Country to get Inspire👍👍 #JayDesh🇳🇵🇳🇵 @ Pilot Baba Mandir  https://t.co/iITU8VPQ1W,4,👍
1165194797486882816,2019-08-24 15:16:02 +0545,nepaltesty,#chicken_tandoori_pizza🍕🍕 #love_pizza❤❤👍#foodie #best_ever @ Roadhouse Cafe  https://t.co/bP7HQfxDed,0,👍
1162398007750549504,2019-08-16 22:02:36 +0545,abhi_sekk,"I'm learning a lot about myself being alone, and doing what I'I'm learning a lot about myself being alone, and doing what I'm doing.  #Pozz😜😄😂👍 #natureboy @ Baneshwar, Nepal  https://t.co/hKoUmgEVgp",1,👍
1161277309242019848,2019-08-13 19:49:20 +0545,akashlord,With friends &amp; coffee 👍 @ Oriental Kitchen  https://t.co/J4BdCbV7KL,0,👍
1157687311007506432,2019-08-03 22:03:58 +0545,artpuranthapa,"Owe this beautiful view to milankhatri . A romantic and a lover who takes beautiful photos of Nepal .  Thankyou for this buddy, keep inspiring . 👍♥️ @ Kathmandu, Nepal  https://t.co/LgfBKDd9n9",1,👍
1150981027050876929,2019-07-16 09:55:35 +0545,rzn_stha,Cool Cool Summer Shirt 😎👍 @ Mr. Perfect Fashion Store  https://t.co/NowmY8i80v,0,👍
1148656936650444800,2019-07-10 00:00:29 +0545,userislonewolf,HAPPY BIRTHDAY to the Mr.Handsome🎂🎁 The most awaited day is right here😄The years are coming and going but your charm can never be shattered 😁 infact it is increasing day by day and keep increasing 👍You are precious…  https://t.co/rb9rxiDS32,1,👍
1145336917900312576,2019-06-30 20:07:55 +0545,tjoemar,Happy Dahi Chiura Sabailai.... Dhan Diwas ko Subhakamana to all... 👍 🌾🌾🌾🌾🍚🍚🍚🍚 Thanks thapa.kala Didi Bidhan and Family for the Invite 🙏🙏🙏 Awesome treat to 15th Asar 😎 #NepaliFest #15Asar #BeatenRice #curdrice  P.S.…  https://t.co/sU1m2yrN4B,0,👍
1143371957829808128,2019-06-25 09:59:52 +0545,y_anish517,📷 effect... wow 110%real 👍 @ Kathmandu Fun Park  https://t.co/74nkN5SE5C,0,👍
1134433933985296384,2019-05-31 18:03:21 +0545,veemsenlama,Our lead actors @karma2karma and @usharajak look terrified. Comment below your guess what they may have seen!  To terrify more visit our film page kathaputalimovie and give that big fat thumbs up 👍👊👹  IN CINEMAS…  https://t.co/HAun0bqQ17,0,👍
1133843704291184641,2019-05-30 02:57:59 +0545,traveltoinspire,Monkeys roam freely around the Swayambhunath temple near Kathmandu - taking the occasional dip in their refreshing pool 🐒—————— Follow @travel_forinspiration for more 👍  #turnyourlifeintoanepicadventure…  📸  https://t.co/qMmUs8baej via  https://t.co/KsgMC1rMp9  https://t.co/rqbeadbn5Y,0,👍
1133406112827490307,2019-05-28 21:59:09 +0545,veemsenlama,"What if your imagination, hallucinations and dreams become real? The real nightmare is about to begin👹.  Please help us to get 1000 Likes 👍 in our movie page kathaputalimovie by giving thumbs up &amp; sharing a film…  https://t.co/hoQIgbC11M",0,👍
1132453962655907842,2019-05-26 06:55:39 +0545,shresthamalika,Its always my pleasure to show you around tillmnn . Thank you for choosing us again and hope to see you soon again for some Treking next. 👍🙂 @ Kathmandu Durbar Square  https://t.co/IIulXn1NdP,1,👍
1132314576706514946,2019-05-25 21:41:47 +0545,sanskritifarms,"Flower is the best art, Good Night 😀 👌👍 . . . . @SanskritiFarms communityhomestaynetwork @sigdelsanjog @travelbloggeres @nepaltourismb explorenepal.official  . . . .  #nepal #experiencenepal #explorenepal…  https://t.co/Ir1ELIKoZ9",0,👍
1132130622787526662,2019-05-25 09:30:49 +0545,centralkitchen3,Sweet 👍 dish happy mode @ Central kitchen  https://t.co/P93HRFd2R9,0,👍
1123255655584808960,2019-04-30 21:44:52 +0545,corporatetreks,🏔😲👍Face the #EverestThreePassesTrek with Corporate Adventure Treks BOOK NOW👌 for just 1950💲 @ 🌐  https://t.co/pouscWjsZJ 📧 info@corporatetreks.com 📱 +977 9851029803 (Saroj…  https://t.co/2X35nv7ZXk,1,👍
1115821101274337282,2019-04-10 09:22:36 +0545,rzn_stha,Say Hello To Summer 👋😎👍 #summeroutfit #summerfashion #comfortable #zaramanshirt #esprit #halfpants #bestquality #bestcambo #banepa #mrperfectfashionstore @ Mr.…  https://t.co/GawzUMiZcC,0,👍
1109683366301962240,2019-03-24 10:53:26 +0545,trading_coffee,Himalayan coffee trading wishes to parents and students All the best for your SEE exam 👍👍👍 @ Himalayan Coffee Trading  https://t.co/khNtrfXZBl.  https://t.co/txlIkbAcvI,0,👍
1106206335127949312,2019-03-14 20:36:57 +0545,balmikiadhikari,"Looking for next #Holiday Destination for 2019👀 #Plan2019 #DreamTrip? 👣👣 LANGTANG VALLEY TREKKING could be your #BestChoice.👍👍👍 . Hey, #adventurer, #Traveller is #LVT on you #bucketlist…  https://t.co/MIih8FLmr1",0,👍
